count,gazeX,gazeY,pitch,roll,gyroX,gyroY,gyroZ,accelX,accelY,accelZ,eulerX,eulerY,eulerZ,faceX,faceY,leftEyeleft,leftEyetop,leftEyeright,leftEyebottom,rightEyeleft,rightEyetop,rightEyeright,rightEyebottom
14,701,1049,-13.566774,-1.2896678,0.019958188757300377,0.07301611453294754,0.005473352503031492,-0.06943397223949432,9.495694160461426,2.4110348224639893,-1.0248334,4.9646554,0.44357833,570.0,774.375,723.0,206.3,597.0,647.625,522.75,206.4,407.25,658.5
15,1025,1559,-17.47956,-1.56735,-0.002643824787810445,0.003988339100033045,-0.022015582770109177,-0.27534160017967224,9.33288288116455,3.1149516105651855,-7.193359,3.2624142,1.5852232,549.375,864.375,708.0,231.8,582.0,743.25,501.0,231.1,380.25,745.875
16,1025,1559,-17.519474,-1.5688841,-0.00447642058134079,0.0033774739131331444,-0.021404718980193138,-0.2968900799751282,9.335277557373047,2.9617178440093994,-6.9382997,4.369337,1.9074179,555.0,864.375,711.75,232.8,585.75,747.0,508.5,232.1,387.75,749.625
17,1025,1559,-17.640482,-1.5214837,-0.1150430291891098,-0.008228966034948826,-0.011020009405910969,-0.17238777875900269,9.3233060836792,2.9976320266723633,-7.5893893,3.1897414,1.6696076,555.0,864.375,711.75,232.8,585.75,747.0,504.75,232.6,384.0,751.5
18,53,114,-16.66274,0.99077916,-0.033757638186216354,0.11073459684848785,-0.008909469470381737,0.26815879344940186,9.126976013183594,2.727078914642334,0.6181741,5.4734683,4.566402,513.75,723.75,681.75,193.8,555.75,600.75,474.0,189.4,358.5,594.75
19,53,114,-16.641485,0.629063,0.002894279547035694,-0.07008150964975357,0.039959751069545746,0.17238777875900269,9.431048393249512,2.5618741512298584,-0.49906993,5.6522584,4.8512387,534.375,738.75,681.75,196.8,555.75,612.0,474.75,192.6,354.0,601.5
20,53,114,-17.198605,0.98696136,-0.0869029089808464,-0.12628112733364105,0.07844425737857819,0.33519846200942993,9.464568138122559,3.035940408706665,-0.7388136,6.507005,4.7561946,513.75,733.125,689.25,197.8,563.25,615.75,482.25,193.1,361.5,603.375
21,53,114,-17.42711,0.8996007,0.07803070545196533,0.008720101788640022,-0.010131199844181538,0.22266755998134613,9.622590065002441,2.9401695728302,0.19103207,5.449951,5.1400194,519.375,738.75,708.75,204.5,577.5,635.625,496.5,197.9,381.0,626.625
22,701,1134,-13.925551,-1.0064917,-0.008101294748485088,0.002000583568587899,-0.014407256618142128,-0.1484450399875641,9.703995704650879,2.384697675704956,-4.831169,6.112697,7.701892,481.875,838.125,690.0,230.5,532.5,706.875,440.25,222.9,298.5,694.125
23,701,1134,-13.9103155,-1.0260262,0.04626571387052536,-0.0890183374285698,0.019801197573542595,0.112530916929245,9.172467231750488,2.4110348224639893,-3.9331403,6.3064218,7.4106784,476.25,832.5,686.25,228.5,528.75,699.375,432.75,221.4,291.0,688.5
24,701,1134,-13.829171,-1.1624535,0.019387641921639442,-0.15193745493888855,-0.035787541419267654,-0.2705530524253845,9.66089916229248,2.815667152404785,-4.0528717,5.523813,7.1160583,481.875,838.125,693.75,227.5,536.25,695.625,441.0,220.6,294.0,680.25
25,701,1134,-13.539968,-1.3384123,-0.1070614606142044,-0.1904219686985016,-0.018072448670864105,-0.26815879344940186,9.596253395080566,2.269772529602051,-4.102294,5.501275,7.20733,476.25,830.625,689.25,225.8,537.0,694.5,436.5,219.4,294.75,681.0
26,701,1134,-13.772627,-1.3715112,0.07253292202949524,-0.021823160350322723,0.05889657139778137,-0.12689656019210815,9.205986976623535,2.3320236206054688,-3.7430537,4.5857706,6.7923727,481.875,823.125,690.0,226.5,532.5,691.875,437.25,220.6,290.25,680.25
27,377,1049,-11.462122,-0.021533899,-0.034368500113487244,0.427162766456604,0.09432675689458847,-0.09816526621580124,9.54118537902832,0.9768640995025635,-9.222267,5.6555285,3.8043141,455.625,796.875,640.5,216.3,488.25,658.875,394.5,211.2,258.0,655.5
